T PL,H PL,verb,verb - main semantic class,verb - tense,verb - factive/nonfactive,complement - tense,T - negation,T - type of sentence,"GOLD <T,H>"
no uważaliśmy że jest to zupełnie naturalna część. naszej wolności. i tej wolności która wiąże się z odzyskaniem niepodległości.,jest to zupełnie naturalna część. naszej wolności. i tej wolności która wiąże się z odzyskaniem niepodległości.,"uważać, że_",epistemiczny,past,NF,present,False,indywidualne,N
"Wszystko trwało może ze trzy sekundy, a wykładowca – na szczęście – udawał, że nic nie słyszy.",nic nie słyszy.,"udawać, że_",inne,past,NF,present,False,indywidualne,C
"Taki ""kombajn"" jest dostępny w cenie ok. 3 tys. zł, lecz trzeba pamiętać, że jeszcze należy kupić głośniki (dla amatorów kina-samotników alternatywą mogą być odpowiednie słuchawki podłączane do wzmacniacza, choć na pewno jest to tylko substytut, imitujący efekt dźwięku pięciokanałowego).",jeszcze należy kupić głośniki ,"pamiętać, że_",epistemiczny,,F,present,False,indywidualne,E
"Podczas odwiedzin powiedział mi, że szykuje mu się dobry interes i jak wszystko pójdzie dobrze, kupi dla mnie volkswagena.","szykuje mu się dobry interes i jak wszystko pójdzie dobrze, kupi dla mnie volkswagena.","powiedzieć, że_",mówienia,past,NF,inne,False,indywidualne,N
"Oczekują, że władze powiatowe poinformują załogę o powodach decyzji i dlaczego została ona podjęta bez konsultacji z załogą.",władze powiatowe poinformują załogę o powodach decyzji i dlaczego została ona podjęta bez konsultacji z załogą.,"oczekiwać, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Pomajda uspokaja, że pieniędzy nie powinno zabraknąć. ", pieniędzy nie powinno zabraknąć. ,"uspokajać, że_",mówienia,present,NF,future,False,indywidualne,N
"Nie chciał nawet spojrzeć w regulamin, gdzie stoi czarno na białym, że baraże powinny się odbyć 13 i 20 bm. a zostały przełożone m.in. na wniosek działaczy Startu ze względu na termin GP Australii z udziałem lidera gnieźnian, Krzysztofa Cegielskiego.",baraże powinny się odbyć 13 i 20 bm,"stać, że_",mówienia,present,NF,inne,False,indywidualne,N
ja chcę powiedzieć że. akurat panowie wiecie że nie wszystkie decyzje marszałka Komorowskiego przy przyjmowałem z entuzjazmem i jeżeli chodzi o ustawę o IPN-ie i jeżeli chodzi o natychmiastowe mianowanie szefa. w kancelarii prezydenckiej. natomiast ta decyzja. wydaje mi się w pełni uzasadniona,nie wszystkie decyzje marszałka Komorowskiego przy przyjmowałem z entuzjazmem i jeżeli chodzi o ustawę o IPN-ie i jeżeli chodzi o natychmiastowe mianowanie szefa. w kancelarii prezydenckiej,"wiedzieć, że_",epistemiczny,present,F,past,False,indywidualne,E
"Sądzę, że obu byłym dyrektorom udało się wiele osiągnąć. ",obu byłym dyrektorom udało się wiele osiągnąć. ,"sądzić, że_",epistemiczny,present,NF,past,False,indywidualne,N
"I jeśli się boisz, że wpadnę w czarną rozpacz, gdyby się okazało, że to jednak na darmo, to spoko. ", to jednak na darmo,"okazać się, że_",inne,past,NF,inne,False,warunkowe,N
"Mamy nadzieję, że DSA utrzymuje właściwy trend. ",DSA utrzymuje właściwy trend. ,"mieć nadzieję, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Zarząd klubu zawiesił mnie wtedy na trzy miesiące: na klubowym zebraniu Engel mówił, że mam "" zbyt wysokie ego"" i nie gram dla drużyny. ","mam "" zbyt wysokie ego"" i nie gram dla drużyny. ","mówić, że_",mówienia,past,NF,present,False,indywidualne,N
"Janusz Czerwiński, prezes firmy Astra Tech, wiedział, że ta skrzynka będzie ostatnią rzeczą, na jaką patrzy.","ta skrzynka będzie ostatnią rzeczą, na jaką patrzy.","wiedzieć, że_",epistemiczny,past,F,future,False,indywidualne,E
dyrektorka mi powiedziała że że jako dla nauczycielki to nie ma pracy ale ma jakiś projekt współfinansowany z Unii Europejskiej i że. to by było normalnie osiemnaście godzin czyli cały etat i że bo to są dodatkowe godziny,jako dla nauczycielki to nie ma pracy ale ma jakiś projekt współfinansowany z Unii Europejskiej,"powiedzieć, że_",mówienia,past,NF,present,False,indywidualne,N
"Podczas wprowadzania zasad reformy systemu oświatowego, istotnym elementem której była tzw. racjonalizacja sieci placówek szkolnych, radni gminy Sokołów Małopolski uznali, że we wsi, wchodzącej w poważny niż demograficzny, szkoły utrzymać się nie da. ","we wsi, wchodzącej w poważny niż demograficzny, szkoły utrzymać się nie da. ","uznać, że_",epistemiczny,past,NF,present,False,indywidualne,N
"Pochodzi z lipca 1998 roku i wykazuje, że zarodników pleśniowych w budynku jest cztery razy więcej niż dopuszczają normy, co „może wywoływać szereg chorób, szczególnie układu oddechowego”.","zarodników pleśniowych w budynku jest cztery razy więcej niż dopuszczają normy, ","wykazywać, że_",mówienia,present,NF,present,False,indywidualne,E
"Inni przekonują, że rtęć to trucizna, szkodzi zdrowiu, zwłaszcza alergikom, osobom chorym na nerki i kobietom w ciąży.","rtęć to trucizna, szkodzi zdrowiu, zwłaszcza alergikom, osobom chorym na nerki i kobietom w ciąży.","przekonywać [kogoś], że_",mówienia,present,NF,present,False,indywidualne,N
"Mniejsza o incognito , może nie zorientowaliby się, że to ja. ", to ja. ,"zorientować się, że_",epistemiczny,,F,inne,True,kontrfaktyczne,N
"Koronny argument mówił, że król nie mieszka ani w Neuschwanstein, ani w Linderhofie.","król nie mieszka ani w Neuschwanstein, ani w Linderhofie.","mówić, że_",mówienia,past,NF,present,False,indywidualne,E
"Chociaż tyle razy tłumaczono nam, że PRL była państwem orwellowskim.", PRL była państwem orwellowskim.,"tłumaczyć, że_",mówienia,past,NF,past,False,indywidualne,N
"I nie zapominaj nigdy, że dając życie, odpowiadasz za nie.","dając życie, odpowiadasz za nie.","zapominać, że_",epistemiczny,,F,present,True,imperatyw,E
"Jeżeli już pracujemy z jakąś instytucją finansową, ma ona pewność, że będziemy z nią współpracować niezależnie od różnych „propozycji”, jakie mogą się pojawić. ","będziemy z nią współpracować niezależnie od różnych „propozycji”, jakie mogą się pojawić","mieć pewność, że_",epistemiczny,present,NF,future,False,reguła,N
"Tak się dzieje na różnych poziomach zamożności: wiem, że gorzej sytuowane kobiety z każdych zakupów odkładają sobie ""koszyczkowe"" - 10 gr, żeby kupić ""Poradnik Domowy"".","gorzej sytuowane kobiety z każdych zakupów odkładają sobie ""koszyczkowe"" - 10 gr, ","wiedzieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"Partia amerykańska jest neokonserwatywna - wierzy, że każdy odpowiada za siebie, a kierowane przez silne przywództwo państwo ma wymusić porządek. ",każdy odpowiada za siebie,"wierzyć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Cieszymy się jednak, że ustawa przeszła i przed rokiem szkolnym zostaną zasilone budżety rodzinne.",ustawa przeszła i przed rokiem szkolnym zostaną zasilone budżety rodzinne.,"cieszyć się, że_",emotywny,present,F,inne,False,indywidualne,E
"Żona prezydenta powiedziała, że w kwietniu chce spotkać się z nauczycielami szkół w Jedwabnem, by porozmawiać o tolerancji dla tej miejscowości.", w kwietniu chce spotkać się z nauczycielami szkół w Jedwabnem,"powiedzieć, że_",mówienia,past,NF,present,False,indywidualne,N
"Wychodząc z domu nigdy nie masz pewności, że wrócisz do domu",wrócisz do domu,"mieć pewność, że_",epistemiczny,present,NF,future,True,reguła,N
"Powiedzmy, że 7 tys. znaków (ze spacją) to jest absolutna górna granica, teksty obszerniejsze będą odrzucane z automatu.","7 tys. znaków (ze spacją) to jest absolutna górna granica, teksty obszerniejsze będą odrzucane z automatu.","powiedzieć, że_",mówienia,,NF,present,False,indywidualne,N
Babcia mówi co innego. Że powinieneś iść do pośredniaka.,powinieneś iść do pośredniaka.,"mówić, że_",mówienia,present,NF,inne,False,indywidualne,N
"Stwierdzam, że Wysoki Senat poprawkę przyjął.",Wysoki Senat poprawkę przyjął.,"stwierdzać, że_",mówienia,present,NF,past,False,performatyw,N
"Nie, camarade Kujen zaręcza, że one nie są smętne.",one nie są smętne.,"zaręczać, że_",mówienia,present,NF,present,False,indywidualne,N
"We wrześniu pisaliśmy o tym, że prokuratura wyjaśnia sprawę podejrzenia sfałszowania dokumentu przez dyrektora pilskiej delegatury Kuratorium. ",prokuratura wyjaśnia sprawę podejrzenia sfałszowania dokumentu przez dyrektora pilskiej delegatury Kuratorium. ,"pisać, że_",mówienia,past,NF,present,False,indywidualne,N
"W maju byłam u onkologa na badaniach, który potwierdził, że jestem już zdrowa i operacja nie jest już potrzebna.",jestem już zdrowa i operacja nie jest już potrzebna.,"potwierdzić, że_",mówienia,past,NF,present,False,indywidualne,N
okazuje się że jednak yy no z jakiś powodów nie nadajemy się na rodziców yyy ychy za zastępczych,jednak yy no z jakiś powodów nie nadajemy się na rodziców yyy ychy za zastępczych,"okazywać się, że_",inne,present,NF,present,False,indywidualne,E
"Wiem, że sporo mieszkańców niepokoiło się, że sprawa się przedłuża, ale zgodnie z prawem mamy czas na to, by mieszkania sprzedać do końca przyszłego roku. ","sporo mieszkańców niepokoiło się, że sprawa się przedłuża","wiedzieć, że_",epistemiczny,present,F,past,False,indywidualne,E
"A dlaczego uważam, że popełniłem błąd, kupując sobie takie nakrycie głowy? ","popełniłem błąd, kupując sobie takie nakrycie głowy? ","uważać, że_",epistemiczny,present,NF,past,False,pytajne,N
" I tak sobie myślę: gdyby mi ktoś powiedział, że kiedyś będę to śpiewać z wielką rzeszą ludzi, że tak ten numer przejdzie i przetrwa całą historię...", kiedyś będę to śpiewać z wielką rzeszą ludzi,"powiedzieć, że_",mówienia,past,NF,future,False,indywidualne,E
myślę że prezydent będzie patrzył jakie były wyniki głosowań czy były jednoznaczne czy nie i wtedy podejmie decyzję swoją,prezydent będzie patrzył jakie były wyniki głosowań ,"myśleć, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Spotkaliśmy też ludzi, którzy grają w Orkiestrze od wielu lat, bo czują, że są jej to winni. ",są jej to winni. ,"[e] czuć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Widać, że jest już na ostatnich nogach.",jest już na ostatnich nogach.,"[p] widać, że_",percepcyjny,,F,present,False,indywidualne,E
" Po Basi też widać, że odetchnęła. ",odetchnęła.,"[e] widać, że_",epistemiczny,,F,inne,False,indywidualne,E
"W rozmowie z ""Polityką"" Onyszkiewicz zapowiedział, że będzie szefem tylko na jedną 3-letnią kadencję. ",będzie szefem tylko na jedną 3-letnią kadencję. ,"zapowiedzieć, że_",mówienia,past,NF,future,False,indywidualne,N
"Czytam, że Gabrysia płakała, kiedy odkryła, że jej córka Tygrysek skłamała, i jest to dla mnie taki moralny azymut.",jej córka Tygrysek skłamała,"odkryć, że_",inne,past,F,past,False,indywidualne,N
"Gdyby mieć pewność, że Kasa Chorych zapłaci za leczenie, już za dwa miesiące mogłaby zacząć działalność supernowoczesna prywatna stacja dializ w Głogowie.", Kasa Chorych zapłaci za leczenie,"mieć pewność, że_",epistemiczny,,NF,future,False,kontrfaktyczne,N
" Okazuje się, że Med-Serwis kupił Gaz Region za pieniądze... należącej do niego Eko-Boruty.",Med-Serwis kupił Gaz Region za pieniądze... należącej do niego Eko-Boruty.,"okazywać się, że_",inne,present,NF,past,False,indywidualne,E
wydaje mi się że on,on,"wydaje się komuś, że_",epistemiczny,present,NF,inne,False,indywidualne,N
"Duża część małych i średnich przedsiębiorstw wychodzi z założenia, że może się obejść bez monitoringu, ponieważ to często bardzo złożone narzędzie jest dedykowane przede wszystkim administratorom naprawdę dużych flot. ",może się obejść bez monitoringu,"wychodzić z założenia, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Pan mówi, że tak?",tak?,"mówić, że_",mówienia,present,NF,inne,False,pytajne,N
mogę tylko powiedzieć że że że są pewne możliwości dla takich osób które chcą mimo wszystko tak otrząsnąć się z tego i zaakceptować swoją niepełnosprawność,są pewne możliwości dla takich osób które chcą mimo wszystko tak otrząsnąć się z tego i zaakceptować swoją niepełnosprawność,"powiedzieć, że_",mówienia,present,NF,present,False,indywidualne,N
"Badania Emanuele Castano i Marka Dechesne dowiodły, że uświadomienie ludziom, że są śmiertelni, zespala ich z grupą. ","uświadomienie ludziom, że są śmiertelni, zespala ich z grupą. ","dowieść, że_",mówienia,past,NF,present,False,indywidualne,E
"Jeśli uważa, że to za dużo niech idzie do innego parafii. ",to za dużo ,"uważać, że_",epistemiczny,present,NF,inne,False,warunkowe,N
"Dlatego też mądry władca pojmuje, że na świecie istnieje zarówno dobro, jak i zło, a zatem potrafi się tymi dwoma narzędziami umiejętnie posługiwać, tak jak to czyni nasz najjaśniejszy pan.","na świecie istnieje zarówno dobro, jak i zło","pojmować, że_",epistemiczny,present,F,present,False,indywidualne,E
myślę że opinia publiczna która. dzięki transmisjom. z tych komisji mogła sobie wyrobić zdanie bez względu na późniejsze komentarze. polityków Platformy Obywatelskiej i sprzyjających im dziennikarzy,opinia publiczna,"myśleć, że_",epistemiczny,present,NF,inne,False,indywidualne,N
"Zeznali, że podczas zajścia chłopcy spokojnie siedzieli na kanapie w pokoju na górze. ",podczas zajścia chłopcy spokojnie siedzieli na kanapie w pokoju na górze. ,"zeznać, że_",mówienia,past,NF,past,False,indywidualne,N
"skoro uprzytomnimy sobie, że przepływ czasu jest par excellence formą życia świadomości i że struktura przeszłość-teraźniejszość-przyszłość jest jej wyłączną osobliwością, zauważymy natychmiast, że to, co w świadomości zachodzi, jest całkowicie niesprowadzalne do zdarzeń fizycznych i że niemożliwe i absurdalne jest opisywanie tego w ich kategoriach.",niemożliwe i absurdalne jest opisywanie tego w ich kategoriach.,"[e] zauważyć, że_",epistemiczny,future,F,present,False,indywidualne,E
"A to ja się pytam: jak mam to rozumieć? - irytuje się dr Józef D., chirurg z jednego ze szpitali klinicznych w centralnej Polsce, który podkreśla, że dzisiejsi pacjenci są zdecydowanie mniej rozgarnięci, co jest prawdopodobnie skutkiem upadku szkolnictwa.",dzisiejsi pacjenci są zdecydowanie mniej rozgarnięci,"podkreślać, że_",mówienia,present,NF,present,False,indywidualne,N
"Z raportu ""Diagnoza społeczna 2000"" (POLITYKA 34) wynika, że nowy system szkolny w porównaniu ze starym otrzymał więcej ocen negatywnych.",nowy system szkolny w porównaniu ze starym otrzymał więcej ocen negatywnych.,"wynikać, że_",epistemiczny,present,NF,past,False,indywidualne,N
"Zadzwoniłam do centrali Euro-Taxi informując, że pasażerem będzie zagraniczny turysta.",pasażerem będzie zagraniczny turysta.,"informować, że_",mówienia,past,NF,future,False,indywidualne,N
